timestamp_ms,temp_c,humidity_pct,pressure_hpa,label
1779967659266,4.87,35.66,997.8,cold
1779967661356,4.87,35.66,997.8,cold
1779967663449,4.87,35.66,997.8,cold
1779967665534,4.87,35.66,997.8,cold
1779967667616,4.87,35.66,997.8,cold
1779967669717,4.87,35.66,997.8,cold
1779967671807,4.87,35.66,997.8,cold
1779967673890,4.87,35.66,997.8,cold
1779967675985,4.87,35.66,997.8,cold
1779967678075,4.87,35.66,997.8,cold
1779967680166,4.87,35.66,997.8,cold
1779967682257,4.87,35.66,997.8,cold
1779967684348,4.87,35.66,997.8,cold
1779967686437,4.87,35.66,997.8,cold
1779967688527,4.87,35.66,997.8,cold
1779967690615,4.87,35.66,997.8,cold
1779967692706,4.87,35.66,997.8,cold
1779967694797,4.87,35.66,997.8,cold
1779967696888,4.87,35.66,997.8,cold
1779967698978,4.87,35.66,997.8,cold
1779967701067,4.87,35.66,997.8,cold
1779967703158,4.87,35.66,997.8,cold
1779967705246,4.87,35.66,997.8,cold
1779967707339,4.87,35.66,997.8,cold
1779967709429,4.87,35.66,997.8,cold
1779967711516,4.87,35.66,997.8,cold
1779967713606,4.87,35.66,997.8,cold
1779967715687,4.87,35.66,997.8,cold
1779967717793,4.87,35.66,997.8,cold
1779967719884,4.87,35.66,997.8,cold
