timestamp_ms,temp_c,humidity_pct,pressure_hpa,label
1779969042459,31.72,24.56,998.7,warm
1779969044548,28.72,21.56,992.7,warm
1779969046642,30.72,23.56,996.7,warm
1779969048731,28.72,21.56,992.7,warm
1779969050821,30.72,23.56,996.7,warm
1779969052910,27.72,20.56,990.7,warm
1779969054998,29.72,22.56,994.7,warm
1779969057088,31.72,24.56,998.7,warm
1779969059175,28.72,21.56,992.7,warm
1779969061268,30.72,23.56,996.7,warm
1779969063358,27.72,20.56,990.7,warm
1779969065448,29.72,22.56,994.7,warm
1779969067526,31.72,24.56,998.7,warm
1779969069621,35.15,21.56,992.7,warm
1779969071713,38.15,24.56,998.7,warm
1779969073807,35.15,21.56,992.7,warm
1779969075901,37.15,36.11,996.7,warm
1779969077978,34.15,33.11,990.7,warm
1779969080176,36.15,35.11,1005.2,warm
1779969082266,38.15,37.11,1009.2,warm
1779969084355,35.15,34.11,1003.2,warm
1779969086445,37.15,36.11,1007.2,warm
1779969088536,34.15,33.11,1001.2,warm
1779969090623,36.15,35.11,1005.2,warm
1779969092714,34.15,33.11,1001.2,warm
1779969094805,36.15,35.11,1005.2,warm
1779969096889,38.15,37.11,1009.2,warm
1779969098985,35.15,34.11,1003.2,warm
1779969101069,37.15,36.11,1007.2,warm
1779969103149,34.15,33.11,1001.2,warm
1779969105246,42.71,35.11,1005.2,warm
1779969107338,44.71,37.11,1009.2,warm
1779969109432,41.71,34.11,1003.2,warm
1779969111529,43.71,49.31,1007.2,warm
1779969113610,40.71,46.31,1001.2,warm
1779969115695,43.71,49.31,1019.2,warm
1779969117794,40.71,46.31,1013.2,warm
1779969119883,42.71,48.31,1017.2,warm
1779969121966,44.71,50.31,1021.2,warm
1779969124064,41.71,47.31,1015.2,warm
1779969126158,43.71,49.31,1019.2,warm
1779969128246,40.71,46.31,1013.2,warm
1779969130337,42.71,48.31,1017.2,warm
1779969132426,44.71,50.31,1021.2,warm
1779969134515,41.71,47.31,1015.2,warm
