timestamp_ms,temp_c,humidity_pct,pressure_hpa,label
1779967571493,36.17,34.98,1004.4,warm
1779967573575,36.17,34.98,1004.4,warm
1779967573576,36.17,34.98,1004.4,warm
1779967575671,36.17,34.98,1004.4,warm
1779967577762,36.17,34.98,1004.4,warm
1779967579854,36.17,34.98,1004.4,warm
1779967581931,36.17,34.98,1004.4,warm
1779967584033,36.17,34.98,1004.4,warm
1779967586121,36.17,34.98,1004.4,warm
1779967588213,36.17,34.98,1004.4,warm
1779967590303,36.17,34.98,1004.4,warm
1779967592391,36.17,34.98,1004.4,warm
1779967592394,36.17,34.98,1004.4,warm
1779967594470,36.17,34.98,1004.4,warm
1779967596571,36.17,34.98,1004.4,warm
1779967598663,36.17,34.98,1004.4,warm
1779967600764,36.17,34.98,1004.4,warm
1779967602840,36.17,34.98,1004.4,warm
1779967604932,36.17,34.98,1004.4,warm
1779967607018,36.17,34.98,1004.4,warm
1779967609098,36.17,34.98,1004.4,warm
1779967611201,36.17,34.98,1004.4,warm
1779967613294,36.17,34.98,1004.4,warm
1779967615381,36.17,34.98,1004.4,warm
1779967617471,36.17,34.98,1004.4,warm
1779967619562,36.17,34.98,1004.4,warm
1779967621648,36.17,34.98,1004.4,warm
1779967623731,36.17,34.98,1004.4,warm
1779967625827,36.17,34.98,1004.4,warm
1779967625829,36.17,34.98,1004.4,warm
