timestamp_ms,temp_c,humidity_pct,pressure_hpa,label
1779969387498,49.83,7.08,975.0,danger
1779969389594,46.83,4.08,969.0,danger
1779969391680,49.83,7.08,975.0,danger
1779969393770,46.83,4.08,969.0,danger
1779969395862,48.83,6.08,973.0,danger
1779969397954,45.83,3.08,967.0,danger
1779969400045,47.83,5.08,971.0,danger
1779969402128,49.83,7.08,975.0,danger
1779969404220,46.83,4.08,969.0,danger
1779969406313,48.83,6.08,973.0,danger
1779969408406,45.83,3.08,967.0,danger
1779969410493,47.83,5.08,971.0,danger
1779969412579,49.83,7.08,975.0,danger
1779969414671,46.83,4.08,969.0,danger
1779969416767,49.83,7.08,975.0,danger
1779969418850,46.83,4.08,969.0,danger
1779969420945,53.02,6.08,973.0,danger
1779969423026,50.02,3.08,967.0,danger
1779969425123,52.02,12.52,971.0,danger
1779969427196,54.02,14.52,975.0,danger
1779969429298,51.02,11.52,981.7,danger
1779969431393,53.02,13.52,985.7,danger
1779969433483,50.02,10.52,979.7,danger
1779969435574,52.02,12.52,983.7,danger
1779969437663,54.02,14.52,987.7,danger
1779969439755,52.02,12.52,983.7,danger
1779969441839,54.02,14.52,987.7,danger
1779969443921,51.02,11.52,981.7,danger
1779969446023,53.02,13.52,985.7,danger
1779969448111,50.02,10.52,979.7,danger
1779969450202,52.02,12.52,983.7,danger
1779969452290,54.02,14.52,987.7,danger
1779969454379,51.02,11.52,981.7,danger
1779969456466,53.02,13.52,985.7,danger
1779969458556,56.36,10.52,979.7,danger
1779969460642,58.36,19.84,983.7,danger
1779969462740,56.36,17.84,979.7,danger
1779969464818,58.36,19.84,993.2,danger
1779969466926,60.36,21.84,997.2,danger
1779969469007,57.36,18.84,991.2,danger
1779969471101,59.36,20.84,995.2,danger
1779969473198,56.36,17.84,989.2,danger
1779969475273,58.36,19.84,993.2,danger
1779969477369,60.36,21.84,997.2,danger
1779969479463,57.36,18.84,991.2,danger
1779969481553,59.36,20.84,995.2,danger
1779969483635,56.36,17.84,989.2,danger
1779969485722,59.36,20.84,995.2,danger
