timestamp_ms,temp_c,humidity_pct,pressure_hpa,label
1779968921234,19.8,35.97,1003.9,comfortable
1779968923320,16.8,32.97,997.9,comfortable
1779968925425,18.8,34.97,1001.9,comfortable
1779968927509,20.8,36.97,1005.9,comfortable
1779968929601,17.8,33.97,999.9,comfortable
1779968931693,20.8,36.97,1005.9,comfortable
1779968933782,17.8,33.97,999.9,comfortable
1779968935873,19.8,35.97,1003.9,comfortable
1779968937959,16.8,32.97,997.9,comfortable
1779968940053,18.8,34.97,1001.9,comfortable
1779968942131,20.8,36.97,1005.9,comfortable
1779968944224,17.8,33.97,999.9,comfortable
1779968946310,19.8,35.97,1003.9,comfortable
1779968948407,20.83,32.97,997.9,comfortable
1779968950496,22.83,34.97,1001.9,comfortable
1779968952579,24.83,46.76,1005.9,comfortable
1779968954670,22.83,44.76,1012.9,comfortable
1779968956770,24.83,46.76,1016.9,comfortable
1779968958849,21.83,43.76,1010.9,comfortable
1779968960946,23.83,45.76,1014.9,comfortable
1779968963037,20.83,42.76,1008.9,comfortable
1779968965112,22.83,44.76,1012.9,comfortable
1779968967214,24.83,46.76,1016.9,comfortable
1779968969304,21.83,43.76,1010.9,comfortable
1779968971394,25.58,45.76,1014.9,comfortable
1779968973482,22.58,42.76,1008.9,comfortable
1779968975573,24.58,44.76,1012.9,comfortable
1779968977668,22.58,54.43,1008.9,comfortable
1779968979747,24.58,56.43,1022.6,comfortable
1779968981846,26.58,58.43,1026.6,comfortable
1779968983937,23.58,55.43,1020.6,comfortable
1779968986025,25.58,57.43,1024.6,comfortable
1779968988115,22.58,54.43,1018.6,comfortable
1779968990205,24.58,56.43,1022.6,comfortable
1779968992294,26.58,58.43,1026.6,comfortable
1779968994385,23.58,55.43,1020.6,comfortable
1779968996479,25.58,57.43,1024.6,comfortable
1779968998566,22.58,54.43,1018.6,comfortable
1779969000673,25.58,57.43,1024.6,comfortable
1779969002744,22.58,54.43,1018.6,comfortable
1779969004837,24.58,56.43,1022.6,comfortable
1779969006926,26.58,58.43,1026.6,comfortable
1779969009016,23.58,55.43,1020.6,comfortable
1779969011106,25.58,57.43,1024.6,comfortable
1779969013187,22.58,54.43,1018.6,comfortable
