timestamp_ms,temp_c,humidity_pct,pressure_hpa,label
1779967845280,52.17,10.49,986.6,danger
1779967847373,52.17,10.49,986.6,danger
1779967849460,52.17,10.49,986.6,danger
1779967851558,52.17,10.49,986.6,danger
1779967853643,52.17,10.49,986.6,danger
1779967853645,52.17,10.49,986.6,danger
1779967855733,52.17,10.49,986.6,danger
1779967855737,52.17,10.49,986.6,danger
1779967857824,52.17,10.49,986.6,danger
1779967859901,52.17,10.49,986.6,danger
1779967861986,52.17,10.49,986.6,danger
1779967864093,52.17,10.49,986.6,danger
1779967866178,52.17,10.49,986.6,danger
1779967868271,52.17,10.49,986.6,danger
1779967870363,52.17,10.49,986.6,danger
1779967872450,52.17,10.49,986.6,danger
1779967874544,52.17,10.49,986.6,danger
1779967876633,52.17,10.49,986.6,danger
1779967878716,52.17,10.49,986.6,danger
1779967880811,52.17,10.49,986.6,danger
1779967882903,52.17,10.49,986.6,danger
1779967884982,52.17,10.49,986.6,danger
1779967887071,52.17,10.49,986.6,danger
1779967889172,52.17,10.49,986.6,danger
1779967891252,52.17,10.49,986.6,danger
1779967893353,52.17,10.49,986.6,danger
1779967895443,52.17,10.49,986.6,danger
1779967897533,52.17,10.49,986.6,danger
1779967897534,52.17,10.49,986.6,danger
1779967899623,52.17,10.49,986.6,danger
