timestamp_ms,temp_c,humidity_pct,pressure_hpa,label
1779967765861,23.24,88.69,1008.0,humid
1779967767948,23.24,88.69,1008.0,humid
1779967767959,23.24,88.69,1008.0,humid
1779967770034,23.24,88.69,1008.0,humid
1779967770035,23.24,88.69,1008.0,humid
1779967772131,23.24,88.69,1008.0,humid
1779967774221,23.24,88.69,1008.0,humid
1779967776312,23.24,88.69,1008.0,humid
1779967776314,23.24,88.69,1008.0,humid
1779967778402,23.24,88.69,1008.0,humid
1779967780493,23.24,88.69,1008.0,humid
1779967782583,23.24,88.69,1008.0,humid
1779967784674,23.24,88.69,1008.0,humid
1779967786763,23.24,88.69,1008.0,humid
1779967788854,23.24,88.69,1008.0,humid
1779967790934,23.24,88.69,1008.0,humid
1779967790936,23.24,88.69,1008.0,humid
1779967793033,23.24,88.69,1008.0,humid
1779967795108,23.24,88.69,1008.0,humid
1779967797206,23.24,88.69,1008.0,humid
1779967799296,23.24,88.69,1008.0,humid
1779967801379,23.24,88.69,1008.0,humid
1779967803475,23.24,88.69,1008.0,humid
1779967805569,23.24,88.69,1008.0,humid
1779967807657,23.24,88.69,1008.0,humid
1779967809735,23.24,88.69,1008.0,humid
1779967811826,23.24,88.69,1008.0,humid
1779967813927,23.24,88.69,1008.0,humid
1779967816023,23.24,88.69,1008.0,humid
1779967818097,23.24,88.69,1008.0,humid
