timestamp_ms,temp_c,humidity_pct,pressure_hpa,label
1779969155417,-3.59,25.19,984.5,cold
1779969157506,-1.59,27.19,988.5,cold
1779969159591,-4.59,24.19,982.5,cold
1779969161686,-1.59,27.19,988.5,cold
1779969163777,-4.59,24.19,982.5,cold
1779969165866,-2.59,26.19,986.5,cold
1779969167955,-5.59,23.19,980.5,cold
1779969170034,-3.59,25.19,984.5,cold
1779969172133,-1.59,27.19,988.5,cold
1779969174231,-4.59,24.19,982.5,cold
1779969176314,-2.59,26.19,986.5,cold
1779969178408,-5.59,23.19,980.5,cold
1779969180491,-3.59,25.19,984.5,cold
1779969182578,6.96,27.19,988.5,cold
1779969184672,4.96,25.19,984.5,cold
1779969186758,6.96,37.3,988.5,cold
1779969188841,3.96,34.3,982.5,cold
1779969191042,5.96,36.3,998.9,cold
1779969193113,2.96,33.3,992.9,cold
1779969195216,4.96,35.3,996.9,cold
1779969197306,6.96,37.3,1000.9,cold
1779969199396,3.96,34.3,994.9,cold
1779969201487,5.96,36.3,998.9,cold
1779969203575,2.96,33.3,992.9,cold
1779969205668,4.96,35.3,996.9,cold
1779969207762,2.96,33.3,992.9,cold
1779969209851,4.96,35.3,996.9,cold
1779969211932,6.96,37.3,1000.9,cold
1779969214027,3.96,34.3,994.9,cold
1779969216121,14.39,36.3,998.9,cold
1779969218209,11.39,33.3,992.9,cold
1779969220304,13.39,48.01,996.9,cold
1779969222376,15.39,50.01,1019.0,cold
1779969224482,12.39,47.01,1013.0,cold
1779969226572,14.39,49.01,1017.0,cold
1779969228663,11.39,46.01,1011.0,cold
1779969230753,14.39,49.01,1017.0,cold
1779969232843,11.39,46.01,1011.0,cold
1779969234934,13.39,48.01,1015.0,cold
1779969237010,15.39,50.01,1019.0,cold
1779969239113,12.39,47.01,1013.0,cold
1779969241190,14.39,49.01,1017.0,cold
1779969243288,11.39,46.01,1011.0,cold
1779969245378,13.39,48.01,1015.0,cold
1779969247473,15.39,50.01,1019.0,cold
