timestamp_ms,temp_c,humidity_pct,pressure_hpa,label
1779967475351,21.47,46.02,1013.0,comfortable
1779967477446,21.47,46.02,1013.0,comfortable
1779967479518,21.47,46.02,1013.0,comfortable
1779967479519,21.47,46.02,1013.0,comfortable
1779967481622,21.47,46.02,1013.0,comfortable
1779967483709,21.47,46.02,1013.0,comfortable
1779967485786,21.47,46.02,1013.0,comfortable
1779967487891,21.47,46.02,1013.0,comfortable
1779967489978,21.47,46.02,1013.0,comfortable
1779967492065,21.47,46.02,1013.0,comfortable
1779967494155,21.47,46.02,1013.0,comfortable
1779967496247,21.47,46.02,1013.0,comfortable
1779967498337,21.47,46.02,1013.0,comfortable
1779967500422,21.47,46.02,1013.0,comfortable
1779967502517,21.47,46.02,1013.0,comfortable
1779967504597,21.47,46.02,1013.0,comfortable
1779967506695,21.47,46.02,1013.0,comfortable
1779967508788,21.47,46.02,1013.0,comfortable
1779967510875,21.47,46.02,1013.0,comfortable
1779967512967,21.47,46.02,1013.0,comfortable
1779967515057,21.47,46.02,1013.0,comfortable
1779967517146,21.47,46.02,1013.0,comfortable
1779967519226,21.47,46.02,1013.0,comfortable
1779967521326,21.47,46.02,1013.0,comfortable
1779967523417,21.47,46.02,1013.0,comfortable
1779967525504,21.47,46.02,1013.0,comfortable
1779967527596,21.47,46.02,1013.0,comfortable
1779967529687,21.47,46.02,1013.0,comfortable
1779967531777,21.47,46.02,1013.0,comfortable
1779967533868,21.47,46.02,1013.0,comfortable
